,entid,ENTTYPE,INDUSTRYPHY,ent_name,region_id,rc_cf,rc_le,rc_op,rc_ot,follow,level
1291,647305276,19,8,fGertrude,60,0.000102637,0.000590959,0.000318376,0.001815436,0,SSS
1292,647578655,73,5,fGia,38,0.000374182,0.000455474,0.000615418,0.00512948,0,SSS
1293,649320591,58,5,mGian,98,0.000216418,0.000520248,0.000660875,0.004219921,0,SSS
1294,649944968,71,11,fGianna,5,0.000456614,0.000344604,0.000334845,0.001424412,1,C
1295,650137286,58,5,mGibson,3,0.000512732,0.009167732,0.084100649,0.04708489,1,SSS
1296,651030082,21,2,mGideon,98,0.000196175,0.000308312,0.000437412,0.005872909,0,SSS
1297,651382567,2,11,fGigi,95,0.000414515,0.000629539,0.011731132,0.01403447,0,SSS
1298,651615212,66,11,mGil,52,0.000117803,0.00087522,0.001085643,0.001591589,0,C
1299,651935083,38,15,mGilbert,57,0.000141515,0.001410355,0.000615408,0.005062906,0,SSS
1300,652109476,56,0,mGilberto,46,0.000118989,0.004755553,0.000346956,0.00367352,1,SSS
1301,652230639,48,11,mGiles,73,0.000840815,0.000488674,0.000722772,0.006286125,0,SSS
1302,652250551,28,11,fGillian,91,7.87E-05,0.000354288,0.00099974,0.003401615,0,C
1303,652304596,27,11,fGina,38,0.000393794,0.001211277,0.002012265,0.002176565,0,SSS
1304,652411741,44,0,fGinger,97,0.000198547,0.002035381,0.000285482,0.001435823,0,SSS
1305,653322980,44,5,fGinny,19,0.000242685,0.00045543,0.000289386,0.002842288,1,SSS
1306,653469865,52,17,mGino,18,0.000121079,0.000825671,0.000155388,0.002608217,0,SSS
1307,654517147,41,11,mGiorgio,55,0.00013244,0.000607873,0.000167888,0.001400816,0,C
1308,654589853,28,11,fGiovanna,87,8.84E-05,0.000586065,0.000259586,0.001839772,1,C
1309,655206172,1,4,mGiovanni,73,7.26E-05,0.000785398,0.000852862,0.004885432,0,SSS
1310,655613232,26,5,fGisela,3,0.000485836,0.000474911,0.000307063,0.003754305,0,SSS
1311,656666928,26,2,fGiselle,31,0.000617429,0.00058569,0.000466249,0.017365256,1,SSS
1312,657953784,19,11,fGisselle,20,6.05E-05,0.00324281,0.000623178,0.007430003,0,SSS
1313,658987796,38,11,fGladys,54,0.000383632,0.000269754,0.000480358,0.001975785,0,C
1314,659025740,43,5,mGlen,24,0.000142111,0.007955664,0.000833542,0.003948135,0,SSS
1315,660558971,22,12,fGlenda,64,0.000190667,0.000497946,0.000579072,0.003965812,0,SSS
1316,661484504,33,2,mGlenn,66,0.000449263,0.002372463,0.000425891,0.003692677,0,SSS
1317,661526755,40,11,fGlenys,18,0.000139988,0.000912111,0.000462413,0.001654041,0,SSS
1318,661957353,6,2,fGloria,45,0.000154718,0.001108775,0.000702606,0.004477987,0,SSS
1319,662042450,73,4,mGlyndwr,52,0.000156892,0.000440296,0.000596995,0.002770578,0,SSS
1320,662145581,11,19,fGlynis,41,0.000144176,0.001238315,0.000214829,0.00217167,1,SSS
1321,662316493,55,2,mGodfrey,35,0.001348576,0.001462083,0.002247602,0.026654314,1,SSS
1322,663414180,6,4,mGodric,43,0.000213385,0.000684182,0.001947975,0.005584704,1,SSS
1323,663951883,5,5,mGodwin,14,0.000680738,0.001044024,0.000176198,0.004419116,0,SSS
1324,664133823,72,5,fGolda,74,0.000630733,0.001769777,0.000269792,0.003660531,0,SSS
1325,664568605,24,5,fGoldie,63,0.000318965,0.000973389,0.000120261,0.002194338,0,SSS
1326,664739146,6,11,mGonzalo,39,0.000232967,0.000469813,0.000205104,0.003094437,1,C
1327,664875663,59,10,mGordon,29,0.000680428,0.000948222,0.00042478,0.003058411,0,SSS
1328,667453278,66,5,fGrace,36,0.000140536,0.000796735,0.000573656,0.003589264,0,SSS
1329,667474405,40,11,fGracelyn,74,0.000162424,0.002094987,0.001658312,0.01167416,1,S
1330,667618892,36,11,fGracie,67,0.000158557,0.000494208,0.000472044,0.003045316,1,C
1331,668158638,36,11,mGrady,63,0.00015175,0.000865241,0.000346562,0.002550709,1,C
1332,668225294,33,9,mGraeme,85,0.000459399,0.000958271,0.000602319,0.008695543,0,SSS
1333,668225626,49,2,mGraham,39,0.00505718,0.001841225,0.000675849,0.007547054,0,SSS
1334,668977235,61,11,fGrainne,67,0.001384442,0.00170547,0.000574138,0.006772244,1,SSS
1335,669554763,35,2,mGrant,5,0.000138717,0.00033455,0.000328342,0.003412483,1,SSS
1336,669720279,38,12,mGrayson,96,0.000555573,0.003928979,0.000893986,0.010601256,1,C
1337,669730926,14,12,mGreg,4,0.00014178,0.00143796,0.002919057,0.004411142,1,SSS
1338,669744226,40,11,mGregg,62,0.000568855,0.000410857,0.00031864,0.004028851,0,C
1339,670991159,7,11,mGregor,61,0.000185657,0.001115746,0.000439362,0.004335131,1,C
1340,671103953,53,4,mGregory,21,0.000582685,0.001396713,0.000447795,0.017488854,0,SSS
1341,671461191,16,0,fGreta,74,0.000253925,0.001483734,0.000540335,0.00587659,1,SSS
1342,672217675,2,11,fGretchen,77,0.000197766,0.000518031,0.000163768,0.006113501,1,C
1343,673816943,58,8,mGrey,3,0.000165827,0.000549487,0.001131856,0.002116035,1,SSS
1344,674502068,52,7,mGreyson,15,0.000255267,0.005681,0.000331985,0.008898159,0,SSS
1345,675476475,6,2,mGriffin,76,0.000144846,0.000417886,0.000491064,0.004818084,1,SSS
1346,675480021,36,5,fGriselda,87,0.000121886,0.003177549,0.000370141,0.002209996,0,SSS
1347,675931900,62,13,fGuadalupe,37,0.000132899,0.00033636,0.000298923,0.005266562,1,C
1348,676479940,1,11,mGuillermo,14,0.000725422,0.012104026,0.031395275,0.038025852,1,C
1349,676555745,58,5,fGuinevere,65,0.002450006,0.005456359,0.000901472,0.004450943,1,SSS
1350,677131686,74,11,mGunnar,39,0.000316347,0.001171548,0.000984876,0.0081769,0,SSS
1351,677588828,60,5,mGunner,23,0.000104044,0.000409349,0.000181019,0.002901899,1,SSS
1352,677932389,46,11,mGus,12,0.021114541,0.000314003,0.000675588,0.009143815,0,SSS
1353,678325399,45,11,mGustav,24,0.000194811,0.001960026,0.000249056,0.00795975,0,SSS
1354,678912959,18,11,mGustavo,6,0.000242942,0.001029553,0.000311569,0.001268039,0,C
1355,678974301,8,5,mGuy,8,0.000391426,0.000524174,0.000115423,0.003378926,0,SSS
1356,679361368,36,5,fGwen,87,0.000135174,0.000554032,0.000617702,0.001714292,0,SSS
1357,679425155,6,5,fGwendolyn,2,8.06E-05,0.001957874,0.000234625,0.005990384,1,SSS
1358,679444756,61,11,fGwyneth,94,0.000113691,0.009614303,0.000669734,0.003661976,1,SSS
1359,679680967,15,11,fHabiba,81,0.000362366,0.000914182,0.000544581,0.015111161,1,C
1360,680472205,45,2,mHaden,92,9.98E-05,0.000829147,0.000194515,0.001808506,0,SSS
1361,680715980,69,11,fHadley,32,0.000182536,0.00274625,0.00316836,0.001564469,0,SSS
1362,681263154,19,8,mHaiden,2,0.001469281,0.039887559,0.029685,0.043881483,1,SSS
1363,681360485,12,12,fHailee,36,0.000422007,0.006337236,0.006447072,0.025083637,0,SSS
1364,681963829,47,14,fHailey,94,0.000935225,0.000328122,0.000279506,0.002881882,0,SSS
1365,682454857,66,5,mHal,94,9.27E-05,0.001454272,0.000183888,0.004505664,0,SSS
1366,683295322,26,5,fHaleigh,42,0.000478004,0.000370559,0.000332426,0.010770266,1,SSS
1367,683585420,70,5,fHaley,56,0.000448743,0.000514429,0.000558326,0.0019803,1,SSS
1368,683960584,33,11,fHalle,2,0.000859097,0.001502916,0.00076788,0.009131585,0,C
1369,684025094,11,2,fHallie,89,0.001794039,0.001704289,0.000398705,0.00742131,1,SSS
1370,684093862,45,5,mHamish,65,0.000135681,0.000258543,0.001199241,0.003346705,0,SSS
1371,684288825,39,14,mHan,84,0.001720674,0.000888662,0.000497488,0.008393901,0,SSS
1372,684352434,8,5,mHank,37,0.000247777,0.000636342,0.000478106,0.005112927,1,SSS
1373,684472775,64,5,fHanna,19,0.000185165,0.003132873,0.000693633,0.002381895,1,SSS
1374,684573381,67,12,fHannah,29,0.000629583,0.000963205,0.000494393,0.005250609,1,SSS
1375,684700995,53,13,mHans,53,0.000635439,0.001359966,0.001774659,0.01417786,0,SSS
1376,684879148,39,9,mHarlan,58,0.000160679,0.003985728,0.000299166,0.002972946,1,SSS
1377,685512108,28,0,fHarley,11,0.005646677,0.002217967,0.000407276,0.029718906,0,SSS
1378,685554294,69,5,mHarley,11,0.000516301,0.00061319,0.000309666,0.02057391,1,SSS
1379,686166412,37,11,fHarmony,96,0.000145224,0.001666214,0.000135391,0.00273769,1,SSS
1380,688083508,17,11,mHarold,41,0.000623488,0.000425019,0.00089184,0.008585249,0,SSS
1381,689412617,30,12,fHarper,22,0.000128753,0.000894105,0.00051789,0.003353613,0,SSS
1382,689587979,37,4,fHarriet,20,0.000126956,0.002222252,0.000372707,0.005903259,1,SSS
1383,690177370,12,5,mHarris,78,0.000189658,0.000753885,0.000762466,0.006995787,1,SSS
1384,690226027,34,14,mHarrison,41,0.000434785,0.00069971,0.000240865,0.008315761,0,SSS
1385,690604223,2,10,mHarry,27,0.000113541,0.00060461,0.000575778,0.003277702,0,SSS
1386,690609479,71,5,mHarvey,96,0.000388386,0.007972666,0.00473885,0.003639589,1,SSS
1387,690795951,18,12,mHassan,89,0.000282766,0.001311179,0.000799062,0.006108277,0,SSS
1388,691535799,23,5,fHattie,32,0.000131787,0.001155355,0.000813166,0.001161365,0,SSS
1389,691980281,44,5,fHaven,5,0.000821171,0.000747015,0.000821249,0.003408129,0,SSS
1390,692178897,22,5,mHayden,94,0.000551039,0.001286075,0.00030516,0.003254019,0,SSS
1391,692426396,38,6,fHayden,29,0.000148899,0.000339285,0.000220738,0.018721776,0,SSS
1392,693101804,42,5,mHayes,12,9.93E-05,0.000458054,0.000231765,0.001755837,0,SSS
1393,693267795,58,10,fHaylee,14,0.000650455,0.001376601,0.001545484,0.00567976,1,SSS
1394,693558869,57,11,fHayley,28,0.000348787,0.001131858,0.000291212,0.003235048,1,SSS
1395,694069387,63,8,fHazel,95,0.000527226,0.000290908,0.000315542,0.005202334,1,SSS
1396,695620268,70,5,fHazeline,17,0.000392979,0.004204188,0.000819719,0.005333492,0,SSS
1397,695969858,20,14,mHeath,48,0.000338752,0.000323209,0.000660948,0.001531418,0,SSS
1398,696299929,51,2,fHeather,45,0.000789515,0.00438224,0.000816878,0.0028111,1,SSS
1399,696529484,57,5,fHeaven,97,0.000192623,0.001232159,0.000980363,0.007170804,0,SSS
1400,697910280,10,9,mHector,11,0.001880258,0.000473342,0.002545305,0.023553289,0,SSS
1401,698020204,66,5,fHeidi,80,0.000304321,0.002920766,0.000993167,0.039010406,1,SSS
1402,698373009,40,5,fHelen,96,0.000242219,0.006404353,0.000458636,0.003436927,1,SSS
1403,698919296,39,5,fHelena,69,0.000240092,0.000673331,0.000554066,0.001572516,1,SSS
1404,699304319,42,12,fHelene,28,0.000782228,0.00052997,0.000332987,0.003385645,0,SSS
1405,699691718,37,8,fHelga,45,0.000244798,0.000626353,0.000304309,0.009899521,1,SSS
1406,699761427,38,2,fHelina,32,0.002268335,0.001921026,0.000873573,0.004847236,1,SSS
1407,699829806,66,10,mHendrik,29,0.000448174,0.000580291,0.000579238,0.002427359,1,C
1408,700248806,55,5,mHendrix,50,0.000286139,0.003730481,0.000338684,0.005718835,1,SSS
1409,700578529,73,7,mHenley,61,0.000285613,0.00427776,0.00022827,0.007201819,1,SSS
1410,700804924,67,5,mHenri,76,0.000312791,0.003271097,0.000360764,0.002799581,0,SSS
1411,700920696,13,5,fHenrietta,86,0.000212338,0.000663256,0.000274774,0.004115079,0,SSS
1412,701025596,64,2,mHenry,2,0.000383083,0.000510902,0.014090591,0.010072929,1,SSS
1413,701118505,7,5,fHepsiba,59,0.000845544,0.000550193,0.000413773,0.004822177,1,SSS
1414,701261034,51,11,fHera,50,8.61E-05,0.004922068,0.000363641,0.003799939,0,SSS
1415,701492472,56,11,mHerbert,21,0.000583093,0.007862809,0.000831152,0.002516759,0,SSS
1416,701697404,39,2,mHerman,53,0.000393242,0.003039756,0.000390054,0.003979776,1,SSS
1417,702693798,23,11,fHermione,37,9.14E-05,0.000926856,0.000126449,0.001692525,1,SSS
1418,702865981,58,11,fHester,8,0.000906611,0.003202499,0.497954071,0.024453819,1,SSS
1419,702968059,10,5,mHeston,62,0.000366768,0.000206247,0.000142056,0.002622454,1,SSS
1420,702990878,30,10,fHetty,40,9.76E-05,0.000162974,0.00069948,0.002147374,0,C
1421,703447250,72,5,fHilary,91,0.000244195,0.006196014,0.001118057,0.002882709,1,SSS
1422,703645929,16,9,mHilary,14,0.000317748,0.000401717,0.00029701,0.007571334,1,SSS
1423,703708216,16,12,fHilda,9,0.000115616,0.000827997,0.00013208,0.001405695,0,SSS
1424,703809235,61,5,fHillary,60,0.000285992,0.000624382,0.000524966,0.003074475,1,SSS
1425,704025503,34,12,mHolden,74,0.002060403,0.002639699,0.00062699,0.005008394,1,SSS
1426,704679891,14,6,fHollie,65,0.000886641,0.001680552,0.000554761,0.004306048,0,SSS
1427,704849176,33,11,fHolly,49,0.000282581,0.000416151,0.000274838,0.010069425,1,SS
1428,705940562,63,6,mHomer,86,8.68E-05,0.000714075,0.00015897,0.002183304,0,SSS
1429,706716735,56,12,fHonesty,81,0.000560139,0.00311018,0.000632492,0.010943023,0,SSS
1430,708296085,14,11,fHoney,8,0.000324365,0.000745552,0.000371602,0.004165073,0,C
1431,708538081,66,12,fHonor,1,0.000707244,0.000517183,0.000318381,0.004691324,0,SSS
1432,709257593,54,9,fHonour,70,0.000184928,0.00044669,0.008418169,0.003067574,0,SSS
1433,711042749,46,12,fHope,5,0.000690545,0.000659501,0.000276807,0.006229686,0,SSS
1434,713047714,6,5,mHorace,99,0.001681398,0.000533127,0.00028877,0.002864057,1,SSS
1435,713899048,18,17,mHoratio,48,0.001406003,0.000430822,0.000335643,0.005255171,0,SSS
1436,714224384,30,19,mHoward,7,0.000911295,0.000678908,0.000223045,0.00589343,1,SSS
1437,714492796,15,5,mHubert,79,0.000169676,0.000678813,0.000470123,0.002106437,1,SSS
1438,715299087,41,11,mHudson,51,0.000189545,0.005099042,0.000423535,0.005731662,1,C
1439,715606075,8,10,mHugh,43,0.001046252,0.000859807,0.000401051,0.002356424,1,SSS
1440,716930547,15,11,mHugo,12,0.000754985,0.000360674,0.000218747,0.004621692,1,C
1441,717080844,21,12,mHumberto,1,0.000128076,0.001155418,0.000680899,0.002649823,0,SSS
1442,718154070,56,11,mHumphrey,97,6.79E-05,0.000713747,0.000209296,0.0022641,1,SSS
1443,719051260,41,5,mHunter,33,0.002186324,0.001515314,0.000541144,0.010761933,0,SSS
1444,720509517,65,8,mHuw,7,0.001536608,0.000471793,0.000704234,0.017456196,0,C
1445,720514330,51,5,fHyacinth,66,0.000369335,0.000949882,9.23E-05,0.004740634,0,SSS
1446,720613635,65,5,mHywel,83,0.00011596,0.00120837,0.00061962,0.002405993,1,SSS
1447,720719528,12,11,mIain,95,0.000726371,0.000752797,0.000246509,0.004411139,0,C
1448,720759895,56,11,mIan,35,0.000306377,0.001025529,0.000256378,0.002013235,0,SSS
1449,720865661,22,11,fIanthe,35,0.000273821,0.000697644,0.0003166,0.007738675,0,SSS
1450,721349596,17,12,mIanto,90,0.000476505,0.001966465,0.000439775,0.002334647,1,SSS
1451,721512872,40,11,mIbrahim,54,0.00594256,0.001810501,0.001201484,0.023634717,1,SSS
1452,722495531,57,2,fIda,74,0.000292311,0.000942379,0.000370379,0.004810398,0,SSS
1453,722642128,8,17,mIdris,91,0.001028168,0.005279801,0.000959003,0.009182503,1,SSS
1454,722804585,54,5,mIeuan,27,0.001006409,0.000596413,0.000550684,0.00609301,0,SSS
1455,723047036,30,11,mIggy,63,0.031388156,0.000827684,0.001289079,0.055083953,0,SSS
1456,723587404,59,0,mIgnacio,23,0.000445034,0.001486502,0.001114425,0.01427973,1,SSS
1457,723631918,15,5,mIgor,45,0.000786684,0.000813809,0.000308203,0.00269155,1,SSS
1458,724452030,0,3,mIke,61,0.001012648,0.000650138,0.000314845,0.003586723,0,SS
1459,725011215,19,7,fIla,8,0.003656795,0.006145176,0.011680061,0.089372724,1,SSS
1460,725175640,9,11,fIlene,52,0.000334853,0.00021379,0.000133155,0.0024994,1,C
1461,726139141,45,12,fIliana,25,0.000194557,0.002404229,0.001029514,0.002318605,0,SSS
1462,726341195,34,11,fIlona,63,0.000879412,0.001777893,0.000730027,0.012757044,1,SSS
1463,726518029,0,4,fIlse,43,0.000398559,0.000475492,0.000399641,0.008380947,1,SSS
1464,727076239,38,2,fImani,40,0.000107137,0.006308469,0.000476358,0.002122333,1,SSS
1465,727187232,22,5,fImelda,90,0.000269042,0.002215536,0.000230275,0.002384095,1,SSS
1466,727739483,1,5,fImogen,79,0.000595135,0.001173957,0.000254548,0.005222433,0,SSS
1467,729065770,57,11,mImran,67,0.001530953,0.000690576,0.000260451,0.009041313,0,C
1468,729344685,62,5,fIndia,94,0.000526724,0.001525174,0.000709287,0.015777202,1,SSS
1469,729451204,67,11,mIndiana,60,0.000838495,0.001237079,0.000913086,0.015509276,1,SSS
1470,729455378,9,2,fIndie,68,0.000477977,0.000914965,0.000291943,0.007914535,0,SSS
1471,730492514,75,5,fIndigo,30,0.000587012,0.001337768,0.00044191,0.005003991,1,SSS
1472,731114139,4,5,fIndira,47,0.000161901,0.000289271,0.000549975,0.002932927,1,SSS
1473,731963482,44,5,fInes,27,0.000199543,0.001199953,0.0002389,0.001727914,0,SSS
1474,732668281,36,11,fIngrid,87,0.000639539,0.000990514,0.000547323,0.004910364,1,SSS
1475,734938491,70,5,mInigo,65,0.000288081,0.00641596,0.000253144,0.002702958,1,SSS
1476,735053871,11,11,fIona,80,0.000620982,0.00114556,0.00085648,0.014490757,0,SSS
1477,735665883,45,5,mIra,99,0.000871291,0.000791658,0.000333358,0.005445613,0,SSS
1478,736068225,14,0,fIra,30,0.000384402,0.001761894,0.00093407,0.002637822,1,SSS
1479,736167810,40,0,fIrene,64,9.85E-05,0.000987668,0.00031196,0.001826245,1,SSS
1480,736207319,67,12,fIrina,59,0.001782673,0.001790468,0.000334193,0.031252965,1,SSS
1481,736213218,7,2,fIris,3,0.003090589,0.002046922,0.001139188,0.082477555,0,SSS
1482,736872976,75,0,fIrma,10,0.000460609,0.0020293,0.007286858,0.004279817,0,SSS
1483,737478864,54,8,mIrvin,16,8.11E-05,0.000732692,0.000198788,0.004936505,1,SSS
1484,737654635,25,4,mIrving,86,0.000423515,0.000928216,0.000278534,0.004922157,0,SSS
1485,738097339,62,8,mIrwin,3,0.001298902,0.000422869,0.000300696,0.005158161,1,SSS
1486,738963419,8,0,fIsa,15,0.000571257,0.001614573,0.000782223,0.021685109,1,SSS
1487,740976658,47,11,mIsaac,79,0.000212144,0.001908212,0.000389982,0.00114437,0,SSS
1488,740989679,26,6,fIsabel,58,0.000158569,0.001275772,0.000248533,0.004886095,0,SSS
1489,741254824,31,5,fIsabell,19,0.000184542,0.000896758,0.00016791,0.001178076,1,SSS
1490,741642233,5,0,fIsabella,15,0.000411782,0.002536839,0.000344031,0.003168333,0,SSS
1491,741983400,50,11,fIsabelle,55,0.000590928,0.000655567,0.000194674,0.035321467,0,C
1492,742531827,6,2,fIsadora,98,0.00047739,0.00180335,0.000448922,0.00738374,1,SSS
1493,743695385,72,0,mIsaiah,19,0.000471182,0.000378596,0.000384445,0.006508367,0,SSS
1494,744063565,18,5,fIsha,71,7.18E-05,0.001163394,0.000220041,0.00216213,0,SSS
1495,744273593,62,5,mIsiah,99,0.003075918,0.000807825,0.000366662,0.032952663,1,SSS
1496,744696426,67,11,mIsidore,55,0.000187807,0.00052382,0.000817029,0.006933906,0,C
1497,744842689,65,5,fIsis,82,0.000239767,0.000764055,0.000354507,0.002569692,0,SSS
1498,745790838,74,2,fIsla,69,0.00031019,0.000518817,0.000296239,0.014259446,0,SSS
1499,746433264,58,5,mIsmael,81,0.000362127,0.000591416,0.000401869,0.004846469,0,SSS
1500,746663171,62,9,fIsobel,28,0.000330754,0.001243291,0.000308948,0.006688477,1,C
1501,747360950,18,0,fIsolde,28,0.003618457,0.00210901,0.000888203,0.043133236,1,SSS
1502,747460346,40,12,mIsrael,60,0.004985868,0.00141416,0.000457402,0.003768967,0,SSS
1503,748471082,51,5,mIssac,66,0.000819006,0.000604724,0.000311285,0.003383096,0,SSS
1504,749719860,58,12,fItzel,61,0.00137688,0.00143513,0.002036113,0.018580964,1,SSS
1505,749881846,69,11,mIvan,13,0.000355101,0.000597401,0.000230597,0.005503278,1,SSS
1506,750128434,71,5,fIvana,92,0.00160291,0.00163622,0.000328694,0.004861572,1,SSS
1507,750561366,28,2,mIvor,70,0.000227545,0.002548157,0.000227856,0.004034343,0,SSS
1508,751009818,46,8,fIvy,7,0.000717487,0.006449788,0.001568852,0.097778425,1,SSS
1509,751129954,64,11,fIyanna,26,0.000343279,0.002234465,0.000355631,0.001721437,0,SSS
1510,752569749,5,2,fIzabella,77,0.000170389,0.001827864,0.000392397,0.003007703,0,SSS
1511,754120700,8,13,fIzidora,54,0.000690846,0.000726175,0.000307644,0.004144716,0,SSS
1512,754187334,36,10,fIzzie,11,0.001488092,0.000566815,0.000333528,0.003912235,0,SSS
1513,754262417,14,9,fIzzy,40,0.000517552,0.000871091,0.000197875,0.003248342,1,SSS
1514,754685354,73,0,mJace,42,0.00071259,0.004550219,0.000913943,0.024402263,1,SSS
1515,754729197,57,14,fJacinda,72,0.000111382,0.000563908,0.000216531,0.001943673,0,C
1516,755187932,36,4,fJacinta,23,0.00462314,0.000281188,0.00025624,0.005096947,1,SSS
1517,755554204,22,11,mJack,10,0.001212971,0.003761063,0.010576857,0.072271705,1,C
1518,755613799,28,2,mJackie,20,0.000199105,0.000672186,0.000411773,0.003812486,0,SSS
1519,756170963,5,2,fJackie,17,0.000196961,0.000881732,0.000900715,0.009051263,0,SSS
1520,756490410,64,5,mJackson,30,0.000154031,0.000373142,0.000482032,0.002175105,0,SSS
1521,757975711,28,12,mJacob,53,0.000107316,0.000667791,0.000358001,0.004183357,1,SSS
1522,758849273,70,5,mJacoby,32,0.00024023,0.000744591,0.000863118,0.003555618,1,SSS
1523,759148318,44,5,fJacqueline,79,0.0020317,0.000478412,0.00200851,0.009040968,1,SSS
1524,760232610,52,9,fJacquelyn,84,0.000226154,0.000391892,0.000161274,0.002634779,1,C
1525,760576075,64,11,mJacques,89,0.000153955,0.000497823,0.000518791,0.002276413,0,C
1526,760646267,4,9,fJada,97,8.43E-05,0.002239428,0.000469212,0.002907678,0,SSS
1527,760653595,10,5,fJade,48,0.094520174,0.000504742,0.001268601,0.058720738,1,SSS
1528,761613431,21,5,fJaden,64,0.000137859,0.000650151,0.000679469,0.004210541,0,SSS
1529,762404914,16,11,mJaden,99,0.000328349,0.001078127,0.000242328,0.004510113,1,SSS
1530,762715586,20,3,mJadon,65,0.000225997,0.000714883,0.000281968,0.005811159,1,SSS
1531,762928999,25,17,fJadyn,12,0.000124985,0.000372463,0.000503345,0.004951376,1,SSS
1532,762949398,53,4,fJaelynn,35,0.00019109,0.000657491,0.000178298,0.004011295,1,SSS
1533,763529552,58,0,mJagger,32,0.000446895,0.001217624,0.000259582,0.003582136,0,SSS
1534,763557986,59,8,mJago,85,0.000218507,0.001267786,0.000236091,0.00249754,1,SSS
1535,763566074,1,11,mJai,59,0.000110283,0.000516339,0.000548465,0.002730284,1,C
1536,764681132,59,5,fJaida,68,0.000430934,0.001021649,0.000330042,0.003580042,0,SSS
1537,765198885,5,8,mJaiden,70,0.000506013,0.001277744,0.000286666,0.004530737,0,SSS
1538,766344392,8,11,fJaime,14,0.000156595,0.002587243,0.000807377,0.008351625,1,C
1539,766356192,56,5,mJaime,48,0.007396704,0.000889526,0.015023791,0.071551815,1,SSS
1540,766391861,46,5,mJak,3,0.000360239,0.002170733,0.000446825,0.004345185,1,SSS
1541,767226738,47,2,mJake,7,0.001024705,0.008801329,0.007132065,0.095047876,0,SSS
1542,767372951,51,5,mJakob,14,0.000259631,0.004565672,0.000590446,0.00584651,0,SSS
1543,767375501,38,9,mJalen,90,0.001163054,0.00209011,0.000530439,0.00463645,0,SSS
1544,767847150,8,5,mJamal,55,0.000105552,0.000695337,0.000285367,0.002637835,0,SSS
1545,768209460,27,2,mJames,32,0.001419396,0.000521706,0.000211643,0.006579012,1,SSS
1546,768242114,45,0,mJameson,4,0.000351646,0.00090907,0.000529852,0.009431748,0,SSS
1547,768775381,75,19,mJamie,71,0.001890173,0.001156063,0.000411312,0.008631513,1,SSS
1548,769388312,24,10,fJamie,89,0.008718971,0.002889886,0.002183174,0.066315696,1,SSS
1549,770023067,53,11,mJamison,64,0.000190521,0.000935111,0.000883826,0.008961664,1,C
1550,770118195,0,12,fJamiya,34,0.000142352,0.000901516,0.002096054,0.002730452,1,SSS
1551,770157031,57,11,fJan,92,0.000626632,0.003120736,0.003957309,0.068489924,0,SSS
1552,770767650,21,11,mJan,69,0.000934538,0.003225568,0.034149814,0.032797925,0,SSS
1553,770821655,73,5,fJana,0,0.003579699,0.000498162,0.000729623,0.009748944,0,SSS
1554,771672489,61,12,fJancis,57,0.002738123,0.001191883,0.000562816,0.010836589,1,SSS
1555,771719886,63,12,fJane,65,0.000493534,0.000817703,0.000150963,0.004245387,0,SSS
1556,772377200,0,8,fJanelle,11,0.000106731,0.001367979,0.000258542,0.002226351,1,SSS
1557,772585066,40,4,fJanessa,22,0.001335285,0.001284151,0.000389248,0.00706525,0,SSS
1558,772821149,45,2,fJanet,67,0.000113417,0.001221646,0.000288186,0.002426279,0,SSS
1559,773323605,0,4,fJanette,78,0.00010683,0.000912766,0.000511262,0.002351921,0,SSS
1560,774113585,49,8,fJania,39,0.002079825,0.000556758,0.000804398,0.011210952,0,SSS
1561,774235200,44,2,fJanice,29,0.002768677,0.00045025,0.000476203,0.016463321,0,SSS
1562,774506678,38,19,fJanie,1,0.000143229,0.000424163,0.000203755,0.003418768,1,SSS
1563,774663379,7,3,fJanine,94,0.000313375,0.001585563,0.001093088,0.005975808,0,SSS
1564,775095550,0,5,fJanis,19,0.001665053,0.000709517,0.000328694,0.002388617,0,SSS
1565,775549241,2,10,fJaniya,78,0.000317036,0.000654116,0.000434018,0.003756357,1,C
1566,776669580,29,3,fJanuary,30,0.000557505,0.000802273,0.000347967,0.015941553,0,SSS
1567,776724585,9,17,fJaqueline,29,0.000520614,0.000427696,0.000253303,0.008086678,0,SSS
1568,777188275,27,5,mJared,66,0.000179947,0.001195666,0.000181423,0.005742755,1,SSS
1569,777755253,70,9,mJarod,7,0.001696985,0.016871713,0.007722289,0.089436866,0,C
1570,779488130,48,2,mJarrett,8,0.001045227,0.00142863,0.000723712,0.020214682,1,SSS
1571,779789754,17,16,mJarrod,64,0.000115522,0.002070789,0.000351647,0.002301503,1,SSS
1572,780102453,8,5,mJarvis,66,0.000391733,0.00097399,0.0002108,0.004812385,1,SSS
1573,780416659,66,11,mJase,86,9.64E-05,0.00185617,0.000289286,0.003980767,0,C
1574,780668640,20,12,fJasmin,72,0.001717695,0.00442821,0.001904029,0.060038738,0,SSS
1575,781000540,29,8,fJasmine,44,6.78E-05,0.001643989,0.000398817,0.001780983,1,SSS
1576,781745249,30,11,mJason,19,0.001227181,0.001220452,0.000269715,0.006568781,1,SSS
1577,782733767,29,4,mJasper,2,0.020586835,0.000359111,0.001282525,0.024204021,0,SSS
1578,784321422,50,8,mJavier,3,0.000127447,0.000564913,0.000610064,0.002392365,0,SSS
1579,784543149,31,11,mJavon,41,0.000578872,0.00209539,0.002087556,0.02109441,0,C
1580,785416044,7,10,mJax,7,0.000703331,0.00094001,0.000253441,0.006581326,0,SSS
