entid,level
735106934,SSS
707839573,SSS
566211575,SSS
534048307,SSS
245248155,SSS
907631104,SSS
256175180,SSS
585705508,SSS
926622603,SSS
421321441,SSS
1080378635,SSS
487957396,SSS
902597294,SSS
709518339,SSS
635367404,SSS
550539028,SSS
243980573,SSS
643021215,SSS
890942538,SSS
1156891859,SSS
385309201,SSS
949155616,SSS
229457794,SSS
1049657641,SSS
19072854,SSS
1217205691,SSS
808471480,SSS
335706757,SSS
1181800806,SSS
1165134734,SSS
615788627,SSS
258497547,SSS
413319317,SSS
166191641,SSS
790260568,SSS
1166245661,SSS
568370580,SSS
493365356,SSS
683188062,SSS
223149739,SSS
1001951787,SSS
718502270,SSS
495867226,SSS
25505268,SSS
66999843,SSS
337838231,SSS
272270266,SSS
833914722,SSS
393111465,SSS
576626179,SSS
247160753,SSS
130282504,SSS
577950839,SSS
581467295,SSS
951099427,SSS
460877305,SSS
1013242604,SSS
673491492,SSS
657843412,SSS
1192795944,SSS
655521063,SSS
1186044366,SSS
482191058,SSS
704679891,SSS
922860763,SSS
162279483,SSS
493262778,SSS
364704790,SSS
576891832,SSS
565296677,SSS
716311656,SSS
1121529621,SSS
678550915,SSS
1032103988,SSS
605218794,SSS
938496967,SSS
309062221,SSS
185825747,SSS
608507716,SSS
485135536,SSS
400322131,SSS
242256437,SSS
1070551619,SSS
475464740,SSS
506783754,SSS
885398224,SSS
448170546,SSS
896021346,SSS
393406406,SSS
22531513,SSS
77160311,SSS
944638880,SSS
1192440861,SSS
1072004201,SSS
670250027,SSS
411705055,SSS
394411966,SSS
210460213,SSS
1229757833,SSS
383042099,SSS
360654002,SSS
452504470,SSS
224819809,SSS
575657270,SSS
381667187,SSS
286943416,SSS
800507939,SSS
913734239,SSS
396463706,SSS
590833720,SSS
374438188,SSS
432751189,SSS
996346552,SSS
885973260,SSS
110146299,SSS
736021696,SSS
342670106,SSS
208990514,SSS
855767675,SSS
328886108,SSS
105458573,SSS
1023779312,SSS
1074450861,SSS
831905311,SSS
970619138,SSS
1078147975,SSS
100009497,SSS
94960063,SSS
503437104,SSS
784797034,SSS
1234077177,SSS
420762232,SSS
670284943,SSS
1069208720,SSS
814518931,SSS
93132686,SSS
208061323,SSS
573995644,SSS
768242114,SSS
666715762,SSS
458613596,SSS
195398972,SSS
304353376,SSS
50251530,SSS
389792581,SSS
110458824,SSS
1125822943,SSS
765807177,SSS
955785937,SSS
523190548,SSS
771672489,SSS
543471417,SSS
396756017,SSS
597549445,SSS
387762115,SSS
718154070,SSS
614125878,SSS
339874274,SSS
938852879,SSS
894806594,SSS
1168066608,SSS
680208036,SSS
577164354,SSS
189431245,SSS
725319392,SSS
559996839,SSS
1185804461,SSS
921360349,SSS
602066886,SSS
892354051,SSS
509034647,SSS
536657584,SSS
1215546107,SSS
837969179,SSS
1097825495,SSS
846033238,SSS
362115107,SSS
1062494537,SSS
113452493,SSS
587701545,SSS
852619039,SSS
1096326449,SSS
310451222,SSS
432923310,SSS
885174822,SSS
1230280200,SSS
1093379836,SSS
3735535,SSS
17266604,SSS
51225118,SSS
1100313882,SSS
1121113591,SSS
68641776,SSS
776593739,SSS
823537906,SSS
387075224,SSS
863313256,SSS
438268019,SSS
503402017,SSS
107148061,SSS
360000965,SSS
884762111,SSS
571957084,SSS
35703690,SSS
232853030,SSS
93629253,SSS
949519840,SSS
233680372,SSS
9479853,SSS
1157501354,SSS
659104221,SSS
772653206,SSS
119477212,SSS
157605009,SSS
457395023,SSS
532702662,SSS
1074790801,SSS
260129813,SSS
68687328,SSS
1211284469,SSS
893417686,SSS
1077151581,SSS
374830937,SSS
1000388214,SSS
140150149,SSS
567252563,SSS
772377200,SSS
1194859776,SSS
938612674,SSS
661431644,SSS
36247258,SSS
403132451,SSS
546111855,SSS
397783388,SSS
946352462,SSS
862395408,SSS
55768426,SSS
481522160,SSS
423634465,SSS
528380428,SSS
305925250,SSS
241749406,SSS
790071042,SSS
399104386,SSS
705940562,SSS
181548141,SSS
270976051,SSS
1086933128,SSS
596629438,SSS
955216162,SSS
993295554,SSS
1011893787,SSS
304894354,SSS
492298486,SSS
1008332982,SSS
1167656824,SSS
293013337,SSS
1194794368,SSS
228991794,SSS
64298008,SSS
1101801766,SSS
545631359,SSS
907897151,SSS
449508066,SSS
1207408781,SSS
928698840,SSS
1095705242,SSS
482251556,SSS
626835273,SSS
1033638999,SSS
926379917,SSS
1226485668,SSS
1188096439,SSS
1125177067,SSS
847545817,SSS
151317525,SSS
673040398,SSS
192118866,SSS
1019678459,SSS
363849295,SSS
7110966,SSS
19455763,SSS
1195466368,SSS
941347401,SSS
701620490,SSS
1154333376,SSS
1165880462,SSS
213823685,SSS
1008244001,SSS
40402974,SSS
197841580,SSS
743220124,SSS
902956108,SSS
1103393750,SSS
594120619,SSS
55437034,SSS
371047169,SSS
739378963,SSS
961228266,SSS
25356151,SSS
639741680,SSS
1179486719,SSS
563001163,SSS
41744298,SSS
41726652,SSS
895140250,SSS
715400108,SSS
857165433,SSS
1153034155,SSS
1011976413,SSS
66848377,SSS
620270247,SSS
953131960,SSS
103906005,SSS
223500246,SSS
431503466,SSS
577976954,SSS
703218840,SSS
558804426,SSS
527673393,SSS
374626775,SSS
55180222,SSS
542465064,SSS
1049642135,SSS
607543776,SSS
10722618,SSS
1139594369,SSS
585083968,SSS
475349240,SSS
735483414,SSS
60578002,SSS
344862816,SSS
1067859507,SSS
25272201,SSS
926118268,SSS
830353639,SSS
934109226,SSS
823732932,SSS
462302367,SSS
559166288,SSS
242144589,SSS
343955079,SSS
876759904,SSS
702479838,SSS
980241256,SSS
569070685,SSS
505560192,SSS
859416857,SSS
59077623,SSS
302035768,SSS
816188811,SSS
582244055,SSS
336931696,SSS
1126525175,SSS
322872551,SSS
945379591,SSS
1090999422,SSS
520587925,SSS
983617175,SSS
1215309197,SSS
795718525,SSS
240118167,SSS
87916602,SSS
550438613,SSS
440112362,SSS
287779162,SSS
167588682,SSS
660820369,SSS
501394885,SSS
1183822301,SSS
909068442,SSS
209935368,SSS
402852038,SSS
16423118,SSS
815265770,SSS
807690497,SSS
675476475,SSS
364342086,SSS
626448476,SSS
1072629361,SSS
593990972,SSS
1213633567,SSS
17260995,SSS
344593782,SSS
430978963,SSS
549713930,SSS
707679708,SSS
815448370,SSS
1053787269,SSS
425539158,SSS
6979941,SSS
750561366,SSS
347256134,SSS
33584181,SSS
946152886,SSS
651754111,SSS
710704818,SSS
321808503,SSS
1202680244,SSS
819821216,SSS
331801501,SSS
93952052,SSS
305080897,SSS
915463143,SSS
292503700,SSS
60721993,SSS
138874014,SSS
923383124,SSS
378914235,SSS
167732608,SSS
322633512,SSS
1133636375,SSS
510644571,SSS
680164044,SSS
644689618,SSS
145597104,SSS
87146308,SSS
291480956,SSS
1100922622,SSS
25656010,SSS
1162605897,SSS
87142941,SSS
956693028,SSS
1224682513,SSS
577540844,SSS
246779029,SSS
278577479,SSS
1094959028,SSS
594385723,SSS
1069805896,SSS
1195870540,SSS
40142492,SSS
929618288,SSS
66355987,SSS
182848520,SSS
101567323,SSS
685679588,SSS
624346306,SSS
1004161783,SSS
450073060,SSS
385485880,SSS
949272101,SSS
891318689,SSS
1021235324,SSS
220974141,SSS
866893485,SSS
82629311,SSS
576306952,SSS
534312651,SSS
209465016,SSS
371397768,SSS
452713844,SSS
588105173,SSS
1117388144,SSS
755255993,SSS
741642233,SSS
265741465,SSS
360068702,SSS
1065563579,SSS
957389987,SSS
718874316,SSS
595373240,SSS
48752218,SSS
859777466,SSS
314966307,SSS
611361025,SSS
265119036,SSS
680543548,SSS
38283704,SSS
188884063,SSS
644612535,SSS
611714465,SSS
1055454038,SSS
721771975,SSS
722623069,SSS
156038978,SSS
941583063,SSS
44812459,SSS
533673714,SSS
774113585,SSS
184623809,SSS
241664711,SSS
243132196,SSS
478694836,SSS
148469798,SSS
307323350,SSS
886561575,SSS
624270694,SSS
1218417231,SSS
289659936,SSS
794800752,SSS
1026556357,SSS
506443763,SSS
744419135,SSS
926131606,SSS
611321799,SSS
1094561478,SSS
650810265,SSS
1042028355,SSS
1098546745,SSS
458776114,SSS
679214969,SSS
305139456,SSS
758393369,SSS
217914890,SSS
1032518676,SSS
1041092903,SSS
795324921,SSS
1107210075,SSS
895196103,SSS
1112578012,SSS
548248914,SSS
543866332,SSS
1205179781,SSS
1043072224,SSS
756490410,SSS
24737125,SSS
696357343,SSS
981636208,SSS
269536625,SSS
403517907,SSS
1035236853,SSS
922377390,SSS
528381612,SSS
184187041,SSS
1159320958,SSS
643314996,SSS
1181140436,SSS
746656863,SSS
601134833,SSS
803259380,SSS
890735337,SSS
1076663969,SSS
306097135,SSS
75403866,SSS
869591775,SSS
952459289,SSS
65865044,SSS
948104384,SSS
536148929,SSS
1175543025,SSS
162280051,SSS
425798804,SSS
584464873,SSS
1202598043,SSS
261552752,SSS
1137043422,SSS
44956203,SSS
415663744,SSS
1074241353,SSS
611529414,SSS
342905428,SSS
482487465,SSS
416100311,SSS
507836275,SSS
981042316,SSS
710604679,SSS
481181384,SSS
517632134,SSS
440004099,SSS
1138165972,SSS
1018681093,SSS
25339017,SSS
1043678989,SSS
182537348,SSS
1213253226,SSS
84864824,SSS
309497989,SSS
40457119,SSS
598198250,SSS
905903929,SSS
126829251,SSS
806793229,SSS
1035989298,SSS
276972327,SSS
36588566,SSS
534589685,SSS
459684640,SSS
699761427,SSS
467123711,SSS
434519880,SSS
367571024,SSS
304156443,SSS
672206513,SSS
1232844192,SSS
999611440,SSS
976689160,SSS
1228539886,SSS
819337154,SSS
972804374,SSS
578736704,SSS
131029626,SSS
264916215,SSS
1157509531,SSS
766619541,SSS
1115679105,SSS
12566661,SSS
537998590,SSS
762987266,SSS
78799425,SSS
809457598,SSS
645520169,SSS
143928130,SSS
520381795,SSS
1210334306,SSS
869798212,SSS
141454360,SSS
1055481242,SSS
179960664,SSS
437717866,SSS
1150753312,SSS
198504514,SSS
1178224876,SSS
628764983,SSS
808505867,SSS
795042657,SSS
1143524239,SSS
747918802,SSS
919369647,SSS
294333982,SSS
773819610,SSS
963823344,SSS
1009196777,SSS
121145989,SSS
7235203,SSS
1133337060,SSS
315626465,SSS
564800278,SSS
1050849735,SSS
122795269,SSS
15467003,SSS
875488080,SSS
1200638373,SSS
82845740,SSS
629340053,SSS
532634723,SSS
251459387,SSS
470643995,SSS
701541857,SSS
1037949491,SSS
327419767,SSS
296201860,SSS
31035457,SSS
1153681583,SSS
191550721,SSS
321725648,SSS
76259694,SSS
33995790,SSS
1006194488,SSS
1158117360,SSS
175718887,SSS
324589413,SSS
225527890,SSS
744842689,SSS
219924296,SSS
436157405,SSS
763333607,SSS
754901078,SSS
1157061765,SSS
873339738,SSS
1040125484,SSS
505624880,SSS
1209748614,SSS
192789607,SSS
6563479,SSS
76657280,SSS
1153343112,SSS
488036889,SSS
103516653,SSS
585860142,SSS
1005085378,SSS
333446884,SSS
118381921,SSS
1112387912,SSS
928696482,SSS
179785229,SSS
634715264,SSS
547410381,SSS
321811652,SSS
752687708,SSS
455365016,SSS
1221322554,SSS
4627235,SSS
347337004,SSS
684573381,SSS
224437289,SSS
279154610,SSS
1132950388,SSS
543609444,SSS
346753942,SSS
130306957,SSS
369111449,SSS
716527033,SSS
628036516,SSS
574198996,SSS
1013548616,SSS
794636535,SSS
1056417446,SSS
70214009,SSS
1174416088,SSS
923404124,SSS
843177310,SSS
979782641,SSS
240392360,SSS
933436630,SSS
1229021560,SSS
440975302,SSS
329539667,SSS
239387936,SSS
472827001,SSS
78592297,SSS
738988453,SSS
1226073284,SSS
59285492,SSS
828525840,SSS
704725049,SSS
1078867211,SSS
411273693,SSS
877443337,SSS
1119434186,SSS
410186799,SSS
136783549,SSS
1060012788,SSS
961330574,SSS
267619155,SSS
168000221,SSS
11865720,SSS
543976208,SSS
1054494277,SSS
1171511095,SSS
562133910,SSS
839756865,SSS
389777717,SSS
21651995,SSS
985979959,SSS
780668640,SSS
477587209,SSS
701813843,SSS
137276097,SSS
29428599,SSS
401885513,SSS
508538958,SSS
799922760,SSS
876291702,SSS
294880465,SSS
258987960,SSS
403417525,SSS
232291837,SSS
621528382,SSS
724746442,SSS
511414628,SSS
738097339,SSS
829723928,SSS
731727890,SSS
544023808,SSS
119697720,SSS
948826978,SSS
1171398876,SSS
362968101,SSS
1144362960,SSS
900717832,SSS
11017659,SSS
355951025,SSS
441124354,SSS
292876865,SSS
444618344,SSS
430919330,SSS
767226738,SSS
1204522491,SSS
1101218430,SSS
445079467,SSS
159705954,SSS
203480569,SSS
1005723957,SSS
466937158,SSS
273511358,SSS
1071611328,SSS
1167618823,SSS
634852027,SSS
1158519164,SSS
579686086,SSS
225622268,SSS
332553501,SSS
84295038,SSS
967321042,SSS
546131008,SSS
405772950,SSS
1033650731,SSS
177191545,SSS
936910195,SSS
886996058,SSS
427055421,SSS
490650818,SSS
251275103,SSS
1195880040,SSS
724415124,SSS
456970959,SSS
550415772,SSS
240026815,SSS
152197768,SSS
337195177,SSS
86522249,SSS
269932268,SSS
274572070,SSS
1184142613,SSS
1161747287,SSS
704812247,SSS
216813236,SSS
707460492,SSS
960275598,SSS
977648552,SSS
675480021,SSS
892110389,SSS
1224295423,SSS
544867951,SSS
909410801,SSS
956122023,SSS
272403241,SSS
866393182,SSS
73630562,SSS
746559262,SSS
567253989,SSS
1050453099,SSS
97531885,SSS
234085039,SSS
917976913,SSS
43718751,SSS
875781329,SSS
244573953,SSS
1159838925,SSS
957215448,SSS
311473716,SSS
164605773,SSS
916150147,SSS
462110516,SSS
390112441,SSS
1115933934,SSS
531110945,SSS
1227712699,SSS
600344039,SSS
35691118,SSS
508609179,SSS
187982150,SSS
753064223,SSS
203067930,SSS
1011556066,SSS
741527717,SSS
433826153,SSS
1079038700,SSS
631214504,SSS
542077079,SSS
973443878,SSS
1090891601,SSS
471217322,SSS
1128427667,SSS
410049028,SSS
205606923,SSS
294479919,SSS
611037937,SSS
1009958584,SSS
1048367348,SSS
1159987447,SSS
202383006,SSS
534028014,SSS
543094507,SSS
493238194,SSS
651125597,SSS
653354428,SSS
361976282,SSS
622675931,SSS
49505475,SSS
209666410,SSS
393688871,SSS
451923911,SSS
529842409,SSS
668225626,SSS
457182599,SSS
228543571,SSS
951553377,SSS
838626496,SSS
2791626,SSS
80296645,SSS
409620237,SSS
25570334,SSS
1211058748,SSS
679107843,SSS
560332374,SSS
308145995,SSS
598477475,SSS
824528719,SSS
330570022,SSS
526915058,SSS
461845768,SSS
1106994026,SSS
1143398275,SSS
1047836288,SSS
816028920,SSS
51329379,SSS
60031476,SSS
309399909,SSS
746211493,SSS
827036520,SSS
1038693286,SSS
909138082,SSS
1160943141,SSS
538788486,SSS
282519200,SSS
453926510,SSS
645907239,SSS
916488538,SSS
1112843172,SSS
698919296,SSS
43508087,SSS
260330353,SSS
1140179848,SSS
748078452,SSS
283136295,SSS
197252503,SSS
315466233,SSS
1202391793,SSS
1186897483,SSS
96170465,SSS
383461362,SSS
402547703,SSS
980769541,SSS
670526093,SSS
471406752,SSS
479760206,SSS
793940953,SSS
685554294,SSS
866537905,SSS
961806412,SSS
1225497697,SSS
968012687,SSS
743616711,SSS
963720441,SSS
1029228727,SSS
21555543,SSS
248066860,SSS
922668334,SSS
915674704,SSS
1151581577,SSS
258420566,SSS
49250645,SSS
544416619,SSS
1053443653,SSS
770495800,SSS
850913250,SSS
776748642,SSS
248988961,SSS
871128341,SSS
901222967,SSS
757975711,SSS
1176774606,SSS
1031339117,SSS
342956204,SSS
296316188,SSS
786949367,SSS
230687715,SSS
177528084,SSS
985299183,SSS
200941233,SSS
555832962,SSS
499528704,SSS
904508992,SSS
1077737849,SSS
34564844,SSS
903391760,SSS
452641693,SSS
1202534863,SSS
922622222,SSS
901852495,SSS
48575777,SSS
240346085,SSS
728405703,SSS
1019914899,SSS
607227148,SSS
396733833,SSS
1007076774,SSS
342456632,SSS
1095095238,SSS
1009801401,SSS
252634019,SSS
746433264,SSS
950493965,SSS
134090413,SSS
196650242,SSS
1085504050,SSS
759553611,SSS
604763544,SSS
911603477,SSS
1031746958,SSS
561707916,SSS
559107980,SSS
1030481850,SSS
93530447,SSS
1173592960,SSS
693174184,SSS
935659268,SSS
126956826,SSS
288440661,SSS
746734777,SSS
40743458,SSS
707443225,SSS
1043427771,SSS
962269241,SSS
80633456,SSS
509024262,SSS
962277511,SSS
471469752,SSS
881266691,SSS
450325421,SSS
36533130,SSS
407477579,SSS
1065984605,SSS
856066498,SSS
128182389,SSS
229843536,SSS
1001942723,SSS
1001391136,SSS
459282675,SSS
148363588,SSS
925597125,SSS
178632942,SSS
1203398087,SSS
871425224,SSS
575596428,SSS
781273688,SSS
409706163,SSS
855859968,SSS
42195545,SSS
608805946,SSS
340771941,SSS
972357030,SSS
797437266,SSS
93132708,SSS
759196916,SSS
657983079,SSS
503795941,SSS
86329006,SSS
1143998557,SSS
127930891,SSS
518476580,SSS
322602187,SSS
36439908,SSS
702473386,SSS
98717939,SSS
428630129,SSS
1084778243,SSS
615666529,SSS
689412617,SSS
569610500,SSS
1081518485,SSS
313889057,SSS
665803208,SSS
1185945802,SSS
1161055074,SSS
919697829,SSS
1654186,SSS
822631215,SSS
940111048,SSS
471758973,SSS
546531844,SSS
951399026,SSS
1154317216,SSS
772975427,SSS
1007209953,SSS
597215098,SSS
289662948,SSS
62236164,SSS
1145748436,SSS
905881869,SSS
110552534,SSS
585282457,SSS
484029419,SSS
378001783,SSS
189211003,SSS
957069066,SSS
946255580,SSS
317269120,SSS
504167718,SSS
146224511,SSS
590883960,SSS
593591703,SSS
869977854,SSS
1127568345,SSS
950401364,SSS
279002627,SSS
1110798996,SSS
195346865,SSS
602941199,SSS
1046273,SSS
278037281,SSS
261130420,SSS
1165890393,SSS
557586732,SSS
442240014,SSS
79120250,SSS
159098370,SSS
932880239,SSS
1033442423,SSS
1229759500,SSS
496699848,SSS
712674581,SSS
595109641,SSS
1110275900,SSS
104540830,SSS
1079688765,SSS
188803651,SSS
317348828,SSS
788486379,SSS
56433658,SSS
922815546,SSS
927396684,SSS
408562265,SSS
484573415,SSS
440362034,SSS
1001685981,SSS
1174031370,SSS
256876942,SSS
1108864194,SSS
11249504,SSS
1188576611,SSS
646283229,SSS
238017322,SSS
108043142,SSS
657953784,SSS
728493189,SSS
887631084,SSS
319464306,SSS
582015101,SSS
290138909,SSS
530656,SSS
1098323823,SSS
157906624,SSS
831277423,SSS
193036220,SSS
1095858842,SSS
375682399,SSS
336869784,SSS
696736958,SSS
49248100,SSS
85223439,SSS
293123071,SSS
360568935,SSS
535903321,SSS
276017575,SSS
1023203834,SSS
717450008,SSS
342050158,SSS
439942796,SSS
838184213,SSS
569888186,SSS
153277464,SSS
842352509,SSS
295833791,SSS
736403674,SSS
978334501,SSS
1082645250,SSS
131512759,SSS
192095122,SSS
159312641,SSS
1096677159,SSS
1039460060,SSS
1220391198,SSS
725846527,SSS
166434104,SSS
871756889,SSS
71965709,SSS
768227499,SSS
293727551,SSS
807120192,SSS
677131686,SSS
124173269,SSS
1006970453,SSS
696643391,SSS
156989394,SSS
72428781,SSS
107399550,SSS
742154313,SSS
705370816,SSS
394947284,SSS
1088862766,SSS
1094067837,SSS
995363450,SSS
21851070,SSS
419920870,SSS
184233292,SSS
755895593,SSS
1075646821,SSS
169011726,SSS
400506849,SSS
1155896536,SSS
218980718,SSS
443437942,SSS
1054129950,SSS
754952218,SSS
396627000,SSS
106530169,SSS
1015273128,SSS
1138651310,SSS
954571324,SSS
90746991,SSS
878000250,SSS
997062703,SSS
1123259097,SSS
495535808,SSS
940626661,SSS
924131529,SSS
861886819,SSS
281128977,SSS
5699433,SSS
496327330,SSS
55202957,SSS
409990228,SSS
357602252,SSS
250792868,SSS
1111834098,SSS
1179151542,SSS
439237366,SSS
1178531105,SSS
550099631,SSS
484092040,SSS
249854445,SSS
962420721,SSS
936290612,SSS
535968655,SSS
932644414,SSS
1195505375,SSS
817910551,SSS
191246664,SSS
854790457,SSS
169749867,SSS
331833147,SSS
336729221,SSS
999026864,SSS
368169791,SSS
235628461,SSS
875509310,SSS
893937200,SSS
291919736,SSS
948976350,SSS
355473736,SSS
625923263,SSS
127290212,SSS
702968059,SSS
135533832,SSS
833455018,SSS
196117251,SSS
1093014233,SSS
100562024,SSS
835261089,SSS
1131960625,SSS
1045958388,SSS
140613598,SSS
826303265,SSS
1162466728,SSS
624536443,SSS
26506421,SSS
147904896,SSS
898308307,SSS
509385934,SSS
561963865,SSS
380339658,SSS
225343196,SSS
671881888,SSS
459553251,SSS
1052803993,SSS
1031197118,SSS
1045173996,SSS
1141068877,SSS
470162855,SSS
530925125,SSS
1007419866,SSS
515288488,SSS
5160817,SSS
997610751,SSS
405208837,SSS
15228102,SSS
401732487,SSS
1175455580,SSS
382823047,SSS
594439369,SSS
414725983,SSS
531343917,SSS
155016848,SSS
547559017,SSS
326606914,SSS
980018574,SSS
655613232,SSS
353735077,SSS
1160104876,SSS
487492504,SSS
496110275,SSS
281885843,SSS
1044753544,SSS
1107756452,SSS
154426006,SSS
867450888,SSS
1231767333,SSS
1214317,SSS
993442745,SSS
291218880,SSS
216141662,SSS
1195913954,SSS
760118790,SSS
185352028,SSS
376776913,SSS
330255947,SSS
276799637,SSS
966174303,SSS
562344545,SSS
347011059,SSS
678995390,SSS
514202071,SSS
579899768,SSS
285883094,SSS
913799171,SSS
571519506,SSS
224763405,SSS
307537139,SSS
290291837,SSS
329936792,SSS
320661366,SSS
504218024,SSS
420039869,SSS
1173862370,SSS
1019632003,SSS
212403404,SSS
901769223,SSS
39588999,SSS
1079903068,SSS
121974250,SSS
685097306,SSS
370319496,SSS
555323921,SSS
660558971,SSS
65241939,SSS
1131944629,SSS
172206649,SSS
671106831,SSS
1160814625,SSS
282222515,SSS
998298948,SSS
928708857,SSS
227499112,SSS
848195588,SSS
1114814959,SSS
1205011357,SSS
972461564,SSS
59881914,SSS
954958592,SSS
488998847,SSS
758593938,SSS
719474081,SSS
1134080943,SSS
238816174,SSS
292780744,SSS
823821719,SSS
774916134,SSS
633394743,SSS
642396055,SSS
4931578,SSS
32588002,SSS
126473993,SSS
720759895,SSS
1202175108,SSS
781523719,SSS
1133276695,SSS
872596696,SSS
291507927,SSS
49516448,SSS
391063879,SSS
250634878,SSS
439039848,SSS
734603925,SSS
759619121,SSS
1128436543,SSS
376108055,SSS
963932275,SSS
686166412,SSS
1116158928,SSS
261670437,SSS
136353503,SSS
198367933,SSS
635673861,SSS
383725886,SSS
805699495,SSS
348020385,SSS
1087413851,SSS
486469636,SSS
769052641,SSS
439283892,SSS
968342209,SSS
1128732782,SSS
489262081,SSS
649828873,SSS
1189143947,SSS
886246976,SSS
315717389,SSS
556976625,SSS
469905143,SSS
261527292,SSS
607739092,SSS
1224060038,SSS
115245575,SSS
380510871,SSS
1189726750,SSS
731963482,SSS
466845122,SSS
631118389,SSS
398236005,SSS
483675787,SSS
818398368,SSS
982383623,SSS
87475746,SSS
56855988,SSS
659948081,SSS
294389493,SSS
998851490,SSS
232779620,SSS
1180807236,SSS
674555364,SSS
969920256,SSS
254326823,SSS
725481231,SSS
1016492686,SSS
39062472,SSS
1026856066,SSS
238098071,SSS
993001415,SSS
443137246,SSS
436672277,SSS
467931355,SSS
705577463,SSS
485306466,SSS
794642948,SSS
622156193,SSS
885933834,SSS
646758969,SSS
250473411,SSS
1015971808,SSS
1141196084,SSS
1074860427,SSS
1213439068,SSS
188201477,SSS
349194971,SSS
28075828,SSS
61155472,SSS
576368548,SSS
450364618,SSS
601154056,SSS
162983192,SSS
326686533,SSS
1176000956,SSS
663512580,SSS
429068473,SSS
614685522,SSS
97526764,SSS
187040251,SSS
1044110989,SSS
348745370,SSS
723587404,SSS
684700995,SSS
242234409,SSS
196822628,SSS
1079093146,SSS
1083108362,SSS
773459672,SSS
791156926,SSS
1189876834,SSS
447171441,SSS
306419888,SSS
503221056,SSS
1148653783,SSS
195310886,SSS
1228727344,SSS
163842820,SSS
466165795,SSS
842316739,SSS
763032752,SSS
1161921033,SSS
611804893,SSS
778775253,SSS
1158275499,SSS
406478774,SSS
173010265,SSS
265361834,SSS
989322300,SSS
756516471,SSS
547493845,SSS
225049248,SSS
177935384,SSS
206236730,SSS
616555681,SSS
453810453,SSS
912715798,SSS
558716418,SSS
761271139,SSS
805424400,SSS
1016306943,SSS
1056767356,SSS
845847405,SSS
27260654,SSS
284017529,SSS
613695371,SSS
1202986776,SSS
556894200,SSS
963503291,SSS
636006456,SSS
14192103,SSS
524162845,SSS
893456351,SSS
730339265,SSS
493811390,SSS
937133691,SSS
382161445,SSS
993864679,SSS
1065885026,SSS
135956480,SSS
988855639,SSS
944829399,SSS
1216128655,SSS
541598823,SSS
119305795,SSS
1083108590,SSS
363480427,SSS
476912164,SSS
892280537,SSS
979991340,SSS
969372247,SSS
663998252,SSS
1170083967,SSS
250115004,SSS
330306037,SSS
1151489841,SSS
236116361,SSS
545865406,SSS
606551590,SSS
862455914,SSS
223083054,SSS
858487574,SSS
315034868,SSS
448468153,SSS
590718642,SSS
260523228,SSS
870913555,SSS
180241909,SSS
1190952326,SSS
558498654,SSS
681360485,SSS
362741838,SSS
357622146,SSS
1211820076,SSS
733656209,SSS
1041877810,SSS
1040128778,SSS
519244765,SSS
309846325,SSS
596033117,SSS
1176138136,SSS
131655517,SSS
456901521,SSS
894671305,SSS
435353191,SSS
597729944,SSS
512107707,SSS
331529733,SSS
960167562,SSS
951390025,SSS
234681025,SSS
548379969,SSS
359826635,SSS
899854729,SSS
1153153760,SSS
787147017,SSS
239232586,SSS
674502068,SSS
179688522,SSS
899947531,SSS
353132392,SSS
293543046,SSS
997060629,SSS
1226092003,SSS
891264646,SSS
200451685,SSS
361538221,SSS
32314617,SSS
1058271655,SSS
402498913,SSS
382836513,SSS
294176995,SSS
116698195,SSS
586913821,SSS
797386774,SSS
154660755,SSS
1026114200,SSS
1062606523,SSS
811192091,SSS
1012445745,SSS
291219547,SSS
69522839,SSS
800940833,SSS
272783315,SSS
104267398,SSS
377208493,SSS
216706380,SSS
10231403,SSS
339548901,SSS
114723637,SSS
1177918869,SSS
1073664849,SSS
925518219,SSS
1085422569,SSS
359269984,SSS
798608406,SSS
281639104,SSS
299013365,SSS
1126510029,SSS
1005144343,SSS
545892203,SSS
1101709480,SSS
793145101,SSS
1036419610,SSS
365691958,SSS
913722129,SSS
542068686,SSS
1211100036,SSS
1048337586,SSS
994251007,SSS
544945907,SSS
593776346,SSS
135643474,SSS
911167872,SSS
959191590,SSS
46151953,SSS
322575134,SSS
198085132,SSS
448941740,SSS
615363442,SSS
191390596,SSS
762715586,SSS
806006794,SSS
286466904,SSS
485458588,SSS
739337304,SSS
260288104,SSS
107984557,SSS
186993512,SSS
605940031,SSS
984272960,SSS
941312369,SSS
700875448,SSS
901200697,SSS
79522049,SSS
505069886,SSS
27029582,SSS
285546900,SSS
27679069,SSS
1027042130,SSS
339799733,SSS
146979530,SSS
1053637916,SSS
116240026,SSS
244394472,SSS
1188355818,SSS
22571132,SSS
877295336,SSS
85013811,SSS
1164440740,SSS
834101033,SSS
63563948,SSS
390006605,SSS
778683344,SSS
907172901,SSS
384031993,SSS
665265872,SSS
242891856,SSS
1160060487,SSS
412014258,SSS
879940872,SSS
1040090355,SSS
502394739,SSS
761613431,SSS
1107971885,SSS
1225991575,SSS
1199113755,SSS
857718779,SSS
707793876,SSS
648424643,SSS
681267576,SSS
1011623488,SSS
629814518,SSS
631096731,SSS
1063940659,SSS
458393909,SSS
598491070,SSS
184267873,SSS
1122027783,SSS
716883779,SSS
410528128,SSS
1015725051,SSS
514433605,SSS
763080972,SSS
1215695547,SSS
53588604,SSS
804780065,SSS
1005862635,SSS
